2026/04/10 23:54:57 INFO CORS configuration loaded allowed_origins="[http://localhost:5173 http://127.0.0.1:5173]"
2026/04/10 23:54:57 INFO starting backend server address=:3000 environment=development
2026/04/10 23:55:21 INFO request completed request_id=9de9a9f6-15e7-4ee3-938f-ee9ea9de33d2 method=GET path=/api/health status=200 latency_ms=0 ip=127.0.0.1 origin=""
2026/04/10 23:55:43 WARN request completed request_id=91eaf08c-f42b-4990-9113-897d4e7d0ef6 method=GET path=/api/auth/me status=401 latency_ms=0 ip=127.0.0.1 origin=""
2026/04/10 23:55:43 INFO request completed request_id=3a6bc1df-89ca-42d9-a168-e4b6494dc03b method=GET path="/api/posts?page=1&limit=20" status=200 latency_ms=593 ip=127.0.0.1 origin=""
2026/04/10 23:56:04 INFO request completed request_id=f705a927-0335-45c8-bf79-401216977908 method=GET path="/api/posts?page=1&limit=20" status=200 latency_ms=265 ip=127.0.0.1 origin=""
2026/04/11 00:03:13 INFO request completed request_id=53e4ded0-0f89-44e0-993f-0c06a259620b method=GET path="/api/posts?page=1&limit=20" status=200 latency_ms=251 ip=127.0.0.1 origin=""
2026/04/11 00:08:42 INFO request completed request_id=58383c25-1dd0-4467-bf1a-f333927071b7 method=POST path=/api/auth/login status=200 latency_ms=670 ip=127.0.0.1 origin=http://localhost:5173
2026/04/11 00:08:42 INFO request completed request_id=3e133587-57dc-4d8f-b875-c101ae595604 method=GET path="/api/posts?page=1&limit=20" status=200 latency_ms=81 ip=127.0.0.1 origin=""
2026/04/11 00:11:11 INFO request completed request_id=5e9a43c9-4f04-4eca-a04f-d05f08252649 method=GET path="/api/messages/conversations?page=1&limit=20" status=200 latency_ms=155 ip=127.0.0.1 origin="" user_id=db2fa9ad-b870-4e52-b997-a09d947a37f2
2026/04/11 00:11:11 INFO request completed request_id=8800a719-ddbc-4784-9d81-efc6da16c012 method=GET path="/api/messages/5c7d1190-ca5b-43e1-b31b-19eeca548dc6?page=1&limit=50" status=200 latency_ms=327 ip=127.0.0.1 origin="" user_id=db2fa9ad-b870-4e52-b997-a09d947a37f2
2026/04/11 00:11:11 INFO request completed request_id=2f9a9cfc-6d17-49cd-bd05-bee18d4ce4f0 method=GET path="/api/messages/5c7d1190-ca5b-43e1-b31b-19eeca548dc6?page=1&limit=50" status=200 latency_ms=225 ip=127.0.0.1 origin="" user_id=db2fa9ad-b870-4e52-b997-a09d947a37f2
2026/04/11 00:11:13 INFO request completed request_id=f22ea54f-3d82-4c59-a830-deb074c611b0 method=GET path="/api/messages/conversations?page=1&limit=20" status=200 latency_ms=142 ip=127.0.0.1 origin="" user_id=db2fa9ad-b870-4e52-b997-a09d947a37f2
2026/04/11 00:11:13 INFO request completed request_id=c192b47f-fbac-4daa-a0da-dfebf4c3bc68 method=GET path="/api/messages/5c7d1190-ca5b-43e1-b31b-19eeca548dc6?page=1&limit=50" status=200 latency_ms=295 ip=127.0.0.1 origin="" user_id=db2fa9ad-b870-4e52-b997-a09d947a37f2
2026/04/11 00:11:14 INFO request completed request_id=dec722c6-49ea-47d3-88c8-c91f4d949932 method=GET path="/api/messages/5c7d1190-ca5b-43e1-b31b-19eeca548dc6?page=1&limit=50" status=200 latency_ms=234 ip=127.0.0.1 origin="" user_id=db2fa9ad-b870-4e52-b997-a09d947a37f2
2026/04/11 00:11:16 INFO request completed request_id=23ac1fee-15fa-45f6-a527-9fe36f66bd6b method=GET path="/api/messages/conversations?page=1&limit=20" status=200 latency_ms=154 ip=127.0.0.1 origin="" user_id=db2fa9ad-b870-4e52-b997-a09d947a37f2
2026/04/11 00:11:16 INFO request completed request_id=04855fe0-df56-4917-851e-d66912208802 method=GET path="/api/messages/5c7d1190-ca5b-43e1-b31b-19eeca548dc6?page=1&limit=50" status=200 latency_ms=282 ip=127.0.0.1 origin="" user_id=db2fa9ad-b870-4e52-b997-a09d947a37f2
2026/04/11 00:11:16 INFO request completed request_id=223df5b7-0511-437a-a25c-49d72e3e5d5e method=GET path="/api/messages/5c7d1190-ca5b-43e1-b31b-19eeca548dc6?page=1&limit=50" status=200 latency_ms=197 ip=127.0.0.1 origin="" user_id=db2fa9ad-b870-4e52-b997-a09d947a37f2
2026/04/11 00:11:18 INFO request completed request_id=384c890e-5bed-4a1c-ab0f-b5255c5469a9 method=GET path="/api/messages/conversations?page=1&limit=20" status=200 latency_ms=152 ip=127.0.0.1 origin="" user_id=db2fa9ad-b870-4e52-b997-a09d947a37f2
2026/04/11 00:11:18 INFO request completed request_id=b96bfb55-fa63-4714-9445-a80652bc6277 method=GET path="/api/messages/5c7d1190-ca5b-43e1-b31b-19eeca548dc6?page=1&limit=50" status=200 latency_ms=302 ip=127.0.0.1 origin="" user_id=db2fa9ad-b870-4e52-b997-a09d947a37f2
2026/04/11 00:11:19 INFO request completed request_id=3a58b8db-b256-476e-8fa1-e82e36a008f0 method=GET path="/api/messages/5c7d1190-ca5b-43e1-b31b-19eeca548dc6?page=1&limit=50" status=200 latency_ms=227 ip=127.0.0.1 origin="" user_id=db2fa9ad-b870-4e52-b997-a09d947a37f2
2026/04/11 00:11:21 INFO request completed request_id=64045ff3-adf1-4ce2-b933-bac8fe1e2f5d method=GET path="/api/messages/conversations?page=1&limit=20" status=200 latency_ms=291 ip=127.0.0.1 origin="" user_id=db2fa9ad-b870-4e52-b997-a09d947a37f2
2026/04/11 00:11:21 INFO request completed request_id=5f3518ec-b97c-4ddc-b818-d220d4ed3ec0 method=GET path="/api/messages/5c7d1190-ca5b-43e1-b31b-19eeca548dc6?page=1&limit=50" status=200 latency_ms=490 ip=127.0.0.1 origin="" user_id=db2fa9ad-b870-4e52-b997-a09d947a37f2
2026/04/11 00:11:21 INFO request completed request_id=02bcac94-5ade-488a-beae-aa07284227dd method=GET path="/api/messages/5c7d1190-ca5b-43e1-b31b-19eeca548dc6?page=1&limit=50" status=200 latency_ms=238 ip=127.0.0.1 origin="" user_id=db2fa9ad-b870-4e52-b997-a09d947a37f2
2026/04/11 00:11:23 INFO request completed request_id=a06dd883-1766-4a6f-b453-b0f448ecdb82 method=GET path="/api/messages/conversations?page=1&limit=20" status=200 latency_ms=143 ip=127.0.0.1 origin="" user_id=db2fa9ad-b870-4e52-b997-a09d947a37f2
2026/04/11 00:11:23 INFO request completed request_id=aceb2925-e92d-4c3e-af8c-e29dad254965 method=GET path="/api/messages/5c7d1190-ca5b-43e1-b31b-19eeca548dc6?page=1&limit=50" status=200 latency_ms=295 ip=127.0.0.1 origin="" user_id=db2fa9ad-b870-4e52-b997-a09d947a37f2
2026/04/11 00:11:24 INFO request completed request_id=47f0a6dd-2923-4207-b6ef-64a290e0c8ae method=GET path="/api/messages/5c7d1190-ca5b-43e1-b31b-19eeca548dc6?page=1&limit=50" status=200 latency_ms=197 ip=127.0.0.1 origin="" user_id=db2fa9ad-b870-4e52-b997-a09d947a37f2
2026/04/11 00:11:26 INFO request completed request_id=2a0c3071-3897-4cf2-8234-1237c301654a method=GET path="/api/messages/conversations?page=1&limit=20" status=200 latency_ms=284 ip=127.0.0.1 origin="" user_id=db2fa9ad-b870-4e52-b997-a09d947a37f2
2026/04/11 00:11:26 INFO request completed request_id=f2d91fa5-7e1b-439e-a697-99b92bce6351 method=GET path="/api/messages/5c7d1190-ca5b-43e1-b31b-19eeca548dc6?page=1&limit=50" status=200 latency_ms=511 ip=127.0.0.1 origin="" user_id=db2fa9ad-b870-4e52-b997-a09d947a37f2
2026/04/11 00:11:26 INFO request completed request_id=80358ae0-d3c8-4140-813f-6ecc7d1b1439 method=GET path="/api/messages/5c7d1190-ca5b-43e1-b31b-19eeca548dc6?page=1&limit=50" status=200 latency_ms=245 ip=127.0.0.1 origin="" user_id=db2fa9ad-b870-4e52-b997-a09d947a37f2
2026/04/11 00:11:28 INFO request completed request_id=a3255e1b-e97e-4bf8-b046-72f9eaaa9813 method=GET path="/api/messages/conversations?page=1&limit=20" status=200 latency_ms=168 ip=127.0.0.1 origin="" user_id=db2fa9ad-b870-4e52-b997-a09d947a37f2
2026/04/11 00:11:29 INFO request completed request_id=a4aa463a-c955-433b-a5b9-2e3af896a2d2 method=GET path="/api/messages/5c7d1190-ca5b-43e1-b31b-19eeca548dc6?page=1&limit=50" status=200 latency_ms=345 ip=127.0.0.1 origin="" user_id=db2fa9ad-b870-4e52-b997-a09d947a37f2
2026/04/11 00:11:29 INFO request completed request_id=5a98f6e8-0c2c-4240-86ac-5f1f5162fd6e method=GET path="/api/messages/5c7d1190-ca5b-43e1-b31b-19eeca548dc6?page=1&limit=50" status=200 latency_ms=256 ip=127.0.0.1 origin="" user_id=db2fa9ad-b870-4e52-b997-a09d947a37f2
2026/04/11 00:11:31 INFO request completed request_id=176c970e-02d4-4ac0-a4b1-4c73add1cb7d method=GET path="/api/messages/conversations?page=1&limit=20" status=200 latency_ms=190 ip=127.0.0.1 origin="" user_id=db2fa9ad-b870-4e52-b997-a09d947a37f2
2026/04/11 00:11:31 INFO request completed request_id=ccf7f77f-9d4d-4e6c-a3e3-54744919a800 method=GET path="/api/messages/5c7d1190-ca5b-43e1-b31b-19eeca548dc6?page=1&limit=50" status=200 latency_ms=336 ip=127.0.0.1 origin="" user_id=db2fa9ad-b870-4e52-b997-a09d947a37f2
2026/04/11 00:11:31 INFO request completed request_id=d87995f8-2206-44a5-bd61-8df7cd93dd97 method=GET path="/api/messages/5c7d1190-ca5b-43e1-b31b-19eeca548dc6?page=1&limit=50" status=200 latency_ms=289 ip=127.0.0.1 origin="" user_id=db2fa9ad-b870-4e52-b997-a09d947a37f2
2026/04/11 00:11:33 INFO request completed request_id=8ca54f02-4ac7-401d-b5b3-dd8ecd689a69 method=GET path="/api/messages/conversations?page=1&limit=20" status=200 latency_ms=155 ip=127.0.0.1 origin="" user_id=db2fa9ad-b870-4e52-b997-a09d947a37f2
2026/04/11 00:11:34 INFO request completed request_id=d4a31db5-ad54-46e3-8293-af878b9ac1a8 method=GET path="/api/messages/5c7d1190-ca5b-43e1-b31b-19eeca548dc6?page=1&limit=50" status=200 latency_ms=332 ip=127.0.0.1 origin="" user_id=db2fa9ad-b870-4e52-b997-a09d947a37f2
2026/04/11 00:11:34 INFO request completed request_id=4ac29085-0e3f-4501-bef4-90e3ae366829 method=GET path="/api/messages/5c7d1190-ca5b-43e1-b31b-19eeca548dc6?page=1&limit=50" status=200 latency_ms=235 ip=127.0.0.1 origin="" user_id=db2fa9ad-b870-4e52-b997-a09d947a37f2
2026/04/11 00:11:36 INFO request completed request_id=1a63c00c-12c0-4cbd-a113-a2f2bb6e251f method=GET path="/api/messages/conversations?page=1&limit=20" status=200 latency_ms=189 ip=127.0.0.1 origin="" user_id=db2fa9ad-b870-4e52-b997-a09d947a37f2
2026/04/11 00:11:36 INFO request completed request_id=4b12e6d1-171f-476a-a6cd-02c9bcf0c92f method=GET path="/api/messages/5c7d1190-ca5b-43e1-b31b-19eeca548dc6?page=1&limit=50" status=200 latency_ms=364 ip=127.0.0.1 origin="" user_id=db2fa9ad-b870-4e52-b997-a09d947a37f2
2026/04/11 00:11:36 INFO request completed request_id=3974df62-53cb-4b1d-b507-bc77188b503e method=GET path="/api/messages/5c7d1190-ca5b-43e1-b31b-19eeca548dc6?page=1&limit=50" status=200 latency_ms=280 ip=127.0.0.1 origin="" user_id=db2fa9ad-b870-4e52-b997-a09d947a37f2
2026/04/11 00:11:38 INFO request completed request_id=43b81ea2-b281-4984-b2a9-1abfeaf7e328 method=GET path="/api/messages/conversations?page=1&limit=20" status=200 latency_ms=171 ip=127.0.0.1 origin="" user_id=db2fa9ad-b870-4e52-b997-a09d947a37f2
2026/04/11 00:11:39 INFO request completed request_id=c1092067-a77b-4827-b815-6638a0147a7c method=GET path="/api/messages/5c7d1190-ca5b-43e1-b31b-19eeca548dc6?page=1&limit=50" status=200 latency_ms=353 ip=127.0.0.1 origin="" user_id=db2fa9ad-b870-4e52-b997-a09d947a37f2
2026/04/11 00:11:39 INFO request completed request_id=e0ea482c-7204-4012-a0b2-f6348a0ebbd1 method=GET path="/api/messages/5c7d1190-ca5b-43e1-b31b-19eeca548dc6?page=1&limit=50" status=200 latency_ms=275 ip=127.0.0.1 origin="" user_id=db2fa9ad-b870-4e52-b997-a09d947a37f2
2026/04/11 00:11:41 INFO request completed request_id=25e3ea83-ecfe-4222-8632-0b132b066e0d method=GET path="/api/messages/conversations?page=1&limit=20" status=200 latency_ms=159 ip=127.0.0.1 origin="" user_id=db2fa9ad-b870-4e52-b997-a09d947a37f2
2026/04/11 00:11:41 INFO request completed request_id=1c5dc704-95d4-4843-83a9-52ef9e593f11 method=GET path="/api/messages/5c7d1190-ca5b-43e1-b31b-19eeca548dc6?page=1&limit=50" status=200 latency_ms=310 ip=127.0.0.1 origin="" user_id=db2fa9ad-b870-4e52-b997-a09d947a37f2
2026/04/11 00:11:41 INFO request completed request_id=aa84b3dd-4e24-4cf5-baa3-594108b8bce7 method=GET path="/api/messages/5c7d1190-ca5b-43e1-b31b-19eeca548dc6?page=1&limit=50" status=200 latency_ms=244 ip=127.0.0.1 origin="" user_id=db2fa9ad-b870-4e52-b997-a09d947a37f2
2026/04/11 00:11:43 INFO request completed request_id=ff7f8f43-c5d1-4b7c-a635-2722807a09f2 method=GET path="/api/messages/conversations?page=1&limit=20" status=200 latency_ms=212 ip=127.0.0.1 origin="" user_id=db2fa9ad-b870-4e52-b997-a09d947a37f2
2026/04/11 00:11:44 INFO request completed request_id=ef23fa10-80cb-43ec-a3c7-6797ffba93a3 method=GET path="/api/messages/5c7d1190-ca5b-43e1-b31b-19eeca548dc6?page=1&limit=50" status=200 latency_ms=387 ip=127.0.0.1 origin="" user_id=db2fa9ad-b870-4e52-b997-a09d947a37f2
2026/04/11 00:11:44 INFO request completed request_id=2fad4fad-a8fb-427a-80f7-93974b051e7d method=GET path="/api/messages/5c7d1190-ca5b-43e1-b31b-19eeca548dc6?page=1&limit=50" status=200 latency_ms=255 ip=127.0.0.1 origin="" user_id=db2fa9ad-b870-4e52-b997-a09d947a37f2
2026/04/11 00:11:46 INFO request completed request_id=34c96afb-4d8c-4207-b695-b002e62763d7 method=GET path="/api/messages/conversations?page=1&limit=20" status=200 latency_ms=194 ip=127.0.0.1 origin="" user_id=db2fa9ad-b870-4e52-b997-a09d947a37f2
2026/04/11 00:11:46 INFO request completed request_id=e423be20-9be8-42d8-ae2c-f7c74ec64352 method=GET path="/api/messages/5c7d1190-ca5b-43e1-b31b-19eeca548dc6?page=1&limit=50" status=200 latency_ms=329 ip=127.0.0.1 origin="" user_id=db2fa9ad-b870-4e52-b997-a09d947a37f2
2026/04/11 00:11:46 INFO request completed request_id=817da161-1af1-48c9-a0b5-a4670aaf1c17 method=GET path="/api/messages/5c7d1190-ca5b-43e1-b31b-19eeca548dc6?page=1&limit=50" status=200 latency_ms=227 ip=127.0.0.1 origin="" user_id=db2fa9ad-b870-4e52-b997-a09d947a37f2
2026/04/11 00:11:48 INFO request completed request_id=eeba38b1-de49-4d17-b48b-44c57435cc1f method=GET path="/api/messages/conversations?page=1&limit=20" status=200 latency_ms=172 ip=127.0.0.1 origin="" user_id=db2fa9ad-b870-4e52-b997-a09d947a37f2
2026/04/11 00:11:49 INFO request completed request_id=b9f1454e-627c-4779-9ede-6d262a62f929 method=GET path="/api/messages/5c7d1190-ca5b-43e1-b31b-19eeca548dc6?page=1&limit=50" status=200 latency_ms=332 ip=127.0.0.1 origin="" user_id=db2fa9ad-b870-4e52-b997-a09d947a37f2
2026/04/11 00:11:49 INFO request completed request_id=4c3101cb-dfa7-4e7d-b6ca-83d1be8f3ad2 method=GET path="/api/messages/5c7d1190-ca5b-43e1-b31b-19eeca548dc6?page=1&limit=50" status=200 latency_ms=234 ip=127.0.0.1 origin="" user_id=db2fa9ad-b870-4e52-b997-a09d947a37f2
2026/04/11 00:11:51 INFO request completed request_id=8020c120-fb6c-4560-a0ca-5a65fe59005d method=GET path="/api/messages/conversations?page=1&limit=20" status=200 latency_ms=217 ip=127.0.0.1 origin="" user_id=db2fa9ad-b870-4e52-b997-a09d947a37f2
2026/04/11 00:11:51 INFO request completed request_id=21f8fed1-b5b8-42ba-aead-70e6858c6d92 method=GET path="/api/messages/5c7d1190-ca5b-43e1-b31b-19eeca548dc6?page=1&limit=50" status=200 latency_ms=353 ip=127.0.0.1 origin="" user_id=db2fa9ad-b870-4e52-b997-a09d947a37f2
2026/04/11 00:11:51 INFO request completed request_id=6de57caa-9842-4b0c-a302-722611f876d4 method=GET path="/api/messages/5c7d1190-ca5b-43e1-b31b-19eeca548dc6?page=1&limit=50" status=200 latency_ms=363 ip=127.0.0.1 origin="" user_id=db2fa9ad-b870-4e52-b997-a09d947a37f2
2026/04/11 00:11:54 INFO request completed request_id=e0ea7c38-f515-4292-a8b2-4651b8ad6891 method=GET path="/api/messages/conversations?page=1&limit=20" status=200 latency_ms=236 ip=127.0.0.1 origin="" user_id=db2fa9ad-b870-4e52-b997-a09d947a37f2
2026/04/11 00:11:54 INFO request completed request_id=d60e5097-a11c-46b0-8a7e-887101315ecf method=GET path="/api/messages/5c7d1190-ca5b-43e1-b31b-19eeca548dc6?page=1&limit=50" status=200 latency_ms=357 ip=127.0.0.1 origin="" user_id=db2fa9ad-b870-4e52-b997-a09d947a37f2
2026/04/11 00:11:54 INFO request completed request_id=c6846526-cfcd-489d-bbc3-95e7f737bbfa method=GET path="/api/messages/5c7d1190-ca5b-43e1-b31b-19eeca548dc6?page=1&limit=50" status=200 latency_ms=243 ip=127.0.0.1 origin="" user_id=db2fa9ad-b870-4e52-b997-a09d947a37f2
2026/04/11 00:11:59 INFO shutting down backend server
